knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,future_weight
"Artificial Intelligence,",1,0.532,FD1,AI & Machine Learning,Strong_Growth,1.0,0.4837783,0.48377829790115356
cloud fundamentals,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5690569,0.4836983889341354
AI workflows,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5088781,0.4834342062473297
Azure cloud solutions,1,0.822,FD3,Cloud & DevOps,Strong_Growth,0.85,0.568263,0.48302354514598844
AI pipelines,3,0.8003333333333332,FD1,AI & Machine Learning,Strong_Growth,1.0,0.48262197,0.482621967792511
DevOps:,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5671492,0.48207683861255646
enterprise AI,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.50736856,0.4820001363754272
Enterprise AI,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.50736845,0.4820000231266022
AI-driven automation,2,0.7855,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5059694,0.4806709349155426
AI-Driven Automation,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5059693,0.4806708216667175
emerging AI technologies,1,0.829,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5054163,0.48014546036720274
AI models,7,0.761,FD1,AI & Machine Learning,Strong_Growth,1.0,0.47966298,0.4796629846096039
AI Platform,2,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5048846,0.4796403706073761
AI platform,4,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5048846,0.4796403706073761
machine learning models,8,0.7885,FD1,AI & Machine Learning,Strong_Growth,1.0,0.47953257,0.4795325696468353
AI-driven applications,2,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.50461715,0.47938629686832424
AI productivity,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5045527,0.4793250858783722
AI frameworks,2,0.7905,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5045314,0.47930481433868405
DataOps,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.563686,0.4791331112384796
AWS DevOps Engineer,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5630139,0.4785618245601654
responsible AI,2,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5033787,0.47820975482463834
Responsible AI,3,0.7756666666666666,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5033786,0.4782096982002258
Cloud Build,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5623805,0.4780234187841415
devops,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5622133,0.4778813064098358
DevOps,58,0.7807758620689654,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5622133,0.4778813064098358
public cloud platforms,1,0.819,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5621072,0.4777911245822906
Public cloud platforms,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5621071,0.47779102325439454
Public Cloud platforms,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5621071,0.47779102325439454
-assisted engineering,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5027761,0.4776372820138931
AI Triage Assistant,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.50276166,0.4776235789060592
AWS cloud services,3,0.8036666666666666,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5618633,0.4775838077068329
cloud-native environments,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.56141,0.4771985083818436
AI applications,3,0.7759999999999999,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5019785,0.47687959074974057
ethical AI,2,0.7885,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.50196016,0.4768621504306793
cloud-based software solutions,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.56071824,0.47661050260066984
Cloud Azure services,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5605403,0.4764592707157135
AI code generation tools,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.5013353,0.4762685567140579
modern cloud compute infrastructure,1,0.829,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5592029,0.4753224730491638
cloud management,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.55890346,0.47506793737411496
ML platforms).,1,0.532,FD1,AI & Machine Learning,Strong_Growth,1.0,0.4750439,0.4750438928604126
ML frameworks,3,0.532,FD1,AI & Machine Learning,Strong_Growth,1.0,0.47499785,0.4749978482723236
Cloud Computing Service Provider,1,0.828,FD3,Cloud & DevOps,Strong_Growth,0.85,0.55838525,0.47462746500968933
Data & Analytics migration,1,0.831,FD2,Data & Analytics,Strong_Growth,0.9,0.5271531,0.4744377672672272
Cloud offerings,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5575287,0.47389937341213223
multi-cloud capabilities,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5572639,0.47367432415485383
AI tooling,4,0.78925,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.49808535,0.47318108230829237
enterprise cybersecurity,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.5257447,0.4731702089309692
advanced AI,2,0.7869999999999999,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.4978795,0.47298552989959713
human-centred design,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.49758792,0.472708523273468
Data Science stack,1,0.828,FD2,Data & Analytics,Strong_Growth,0.9,0.52482265,0.4723403871059418
AI strategies,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.4720421,0.47204211354255676
data and analytics,1,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.5243972,0.4719574749469757
data engineering,19,0.7719473684210526,FD2,Data & Analytics,Strong_Growth,0.9,0.52422786,0.47180507183074955
Data Engineering,9,0.7938888888888889,FD2,Data & Analytics,Strong_Growth,0.9,0.52422786,0.47180507183074955
analytics &,1,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.5230117,0.47071051597595215
"networking and security products, solutions, and services.",1,0.532,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.52301127,0.4707101404666901
Data Engineering tools,1,0.823,FD2,Data & Analytics,Strong_Growth,0.9,0.52296495,0.47066845893859866
public cloud services,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.55352104,0.4704928815364838
AI research and development,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.49518934,0.47042987197637554
interactive/games,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.6715798,0.47010584473609923
public cloud solutions,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5527827,0.4698653072118759
cybersecurity risk,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.52205265,0.4698473811149597
cloud and,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.552677,0.4697754293680191
AI ecosystem,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.4944212,0.46970015317201613
cybersecurity strategy,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.5214662,0.4693195760250092
agentic AI platform,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.49397644,0.46927762180566784
data engineering environment,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.52065337,0.4685880303382874
Azure Cloud,2,0.822,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5510494,0.4683919996023178
Azure cloud,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5510494,0.4683919996023178
cloud-compliant architecture,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5504825,0.46791013479232785
Microsoft Cloud,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.55043596,0.4678705662488937
proprietary AI products,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.49243644,0.4678146168589592
"data science,",1,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.5196447,0.46768020987510683
"Data Science,",4,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.5196447,0.46768020987510683
artificial intelligence,37,0.775,FD1,AI & Machine Learning,Strong_Growth,1.0,0.46767792,0.46767792105674744
Artificial Intelligence,30,0.7708999999999999,FD1,AI & Machine Learning,Strong_Growth,1.0,0.46767792,0.46767792105674744
Gen AI technologies,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.4922174,0.4676065221428871
Cloud Functions (GCP),1,0.828,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5499677,0.4674725502729416
cloud migrations,3,0.828,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5494452,0.46702843010425565
Cloud architecture,1,0.822,FD3,Cloud & DevOps,Strong_Growth,0.85,0.549388,0.46697979271411894
Cloud Architecture,2,0.641,FD3,Cloud & DevOps,Strong_Growth,0.85,0.549388,0.46697979271411894
cloud architecture,5,0.7824,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5493879,0.4669796913862228
Cyber Security Services,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.51870286,0.46683257818222046
deep learning algorithms,1,0.827,FD1,AI & Machine Learning,Strong_Growth,1.0,0.466744,0.46674400568008423
cloud technology,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.54889923,0.46656434834003446
AI-driven strategies,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.49108583,0.4665315359830856
cloud-based solutions,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5485545,0.46627130806446077
cloud native architectures,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.54816043,0.46593636870384214
AI best,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.49029085,0.4657763078808784
AI assets,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.49027404,0.4657603397965431
Azure DevOps Engineer Expert,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.54694897,0.4649066239595413
machine learning solutions,1,0.828,FD1,AI & Machine Learning,Strong_Growth,1.0,0.46488568,0.4648856818675995
AI productivity platform,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48901054,0.4645600154995918
AWS Cloud,4,0.77025,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5463559,0.46440251767635343
AI chat bot,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.4888055,0.46436522752046583
Data Analytics solutions,1,0.831,FD2,Data & Analytics,Strong_Growth,0.9,0.5155695,0.4640125572681427
data analysis tools,2,0.83,FD2,Data & Analytics,Strong_Growth,0.9,0.5154291,0.46388617157936096
Cloud and Storage Engineer,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.54525834,0.46346959173679353
machine learning methods,2,0.8254999999999999,FD1,AI & Machine Learning,Strong_Growth,1.0,0.4634655,0.46346551179885864
AI and theoretical physics;,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48784378,0.46345159262418745
cloud providers,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.54499143,0.4632427185773849
AI interview intelligence platform,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48737663,0.4630077987909317
AI-powered platform,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48737368,0.4630049958825111
major cloud providers,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5445138,0.4628367483615875
Cybersecurity solutions,1,0.831,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.5140129,0.462611585855484
cybersecurity solutions,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.5140128,0.46261153221130374
analytics program development,1,0.829,FD2,Data & Analytics,Strong_Growth,0.9,0.5139736,0.46257623434066775
ML compilers,1,0.831,FD1,AI & Machine Learning,Strong_Growth,1.0,0.46248972,0.4624897241592407
ML concepts,1,0.829,FD1,AI & Machine Learning,Strong_Growth,1.0,0.46241707,0.4624170660972595
DevOps Pipelines,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5440056,0.4624047368764877
DevOps pipelines,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5440056,0.4624047368764877
DevOps tools and methodologies,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5429913,0.46154258847236634
data engineering workflows.,1,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.51274395,0.46146955490112307
cybersecurity lifecycle,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.5126278,0.4613650023937225
human-centric design,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48557967,0.46130068600177765
cloud-native infrastructure,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.542603,0.46121256351470946
Data Science:,1,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.5123089,0.461078006029129
Cybersecurity Analyst,1,0.831,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.5115694,0.4604124426841736
Azure’s core development services,1,0.83,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5416585,0.46040974259376527
AI-driven digital learning platform,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.46024176,0.46024176478385925
DevOps.,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5410831,0.45992063283920287
cloud-based environments,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5409722,0.45982634723186494
"ML development,",1,0.532,FD1,AI & Machine Learning,Strong_Growth,1.0,0.4596944,0.45969438552856445
emerging AI models,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.459679,0.4596790075302124
AI systems,9,0.7583333333333333,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48362494,0.45944368839263916
cloud capability,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5401561,0.459132707118988
Microsoft’s AI-powered developer stack,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48318574,0.45902645140886306
Data analysis software,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.50999224,0.45899301767349243
OT Cybersecurity,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.50985473,0.4588692605495453
AI logic,1,0.827,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48285344,0.4587107703089714
machine learning frameworks,4,0.661,FD1,AI & Machine Learning,Strong_Growth,1.0,0.4584428,0.4584428071975708
cloud computing technology,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5393419,0.45844063758850095
AI-driven functionalities,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48251998,0.45839398503303525
AI-powered insights,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.48239878,0.458278839290142
Cloud-based applications,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5391169,0.4582493811845779
cloud-based applications,3,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.53911686,0.4582493305206299
AI Ops,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.45799154,0.4579915404319763
cloud-based services,3,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5381069,0.4573908805847168
security awareness operations,1,0.83,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.5080933,0.4572839677333832
Cloud Platform adoption,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5379028,0.4572173565626144
cloud,70,0.664657142857143,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5377964,0.45712692141532896
Cloud,26,0.7348846153846154,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5377964,0.45712692141532896
cloud-based platform,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.53731483,0.45671760737895967
cloud-based modernization,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.53676677,0.4562517523765564
cloud data platforms,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.53646976,0.45599929392337796
AI model training,1,0.827,FD1,AI & Machine Learning,Strong_Growth,1.0,0.4559175,0.45591750741004944
GitHub Enterprise Cloud,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5362684,0.4558281511068344
spoken AI tutoring,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47893074,0.45498420447111126
AI-based modelling,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.4786082,0.45467778146266935
DoD-accredited cloud environments,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.53470045,0.4544953852891922
healthcare AI,1,0.831,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47831303,0.454397377371788
security assessment,1,0.831,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.50487417,0.4543867528438568
cloud-based platforms,1,0.83,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5340444,0.4539377272129059
decentralized cloud platform,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5337188,0.45366100072860716
sector-specific security insights,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.50374913,0.4533742189407349
containerized infrastructure,1,0.828,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5332963,0.45330184400081636
Oracle Cloud Infrastructure,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.53309876,0.45313394367694854
cybersecurity platforms,1,0.831,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.50333875,0.45300487875938417
DevOps principles,1,0.83,FD3,Cloud & DevOps,Strong_Growth,0.85,0.53286713,0.45293706357479097
intelligent agents,2,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.4764019,0.4525818005204201
cyber security threats,1,0.825,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.50286394,0.45257754921913146
AI best practices,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47638515,0.4525658890604973
ML training,2,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.45249477,0.4524947702884674
AI-based applications,2,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47607568,0.4522718951106071
cloud-based compute architectures,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5320756,0.45226424634456636
AI Act,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47572976,0.4519432753324508
secure cloud deployment,1,0.825,FD3,Cloud & DevOps,Strong_Growth,0.85,0.53085065,0.45122305154800413
Data and AI Security,1,0.831,FD1,AI & Machine Learning,Strong_Growth,1.0,0.4511758,0.4511758089065552
Azure platforms,1,0.825,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5306026,0.4510121881961822
ML services.,1,0.532,FD1,AI & Machine Learning,Strong_Growth,1.0,0.45087197,0.4508719742298126
Human-Computer Interaction,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47454658,0.45081925243139265
AWS infrastructure,1,0.825,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5303467,0.4507946878671646
AWS Infrastructure,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5303467,0.4507946878671646
modern AI toolchains,1,0.829,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47431204,0.45059643536806104
AI/GenAI solutions,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47421247,0.45050184428691864
Applied AI,3,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.4738987,0.4502037733793258
applied AI,1,0.831,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47389868,0.4502037450671196
human-in-the-loop expertise,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47384813,0.45015572756528854
AI-driven use cases,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.47361293,0.449932287633419
DevOps Toolchain,1,0.828,FD3,Cloud & DevOps,Strong_Growth,0.85,0.52932006,0.449922052025795
GCP Cloud Run services,1,0.825,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5291233,0.44975481033325193
Cloud-based software,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5283199,0.4490719109773636
cloud-based software,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5283199,0.4490719109773636
cloud governance,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5279864,0.44878844618797303
Big data tech,1,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.49839067,0.448551607131958
Google Cloud Platform,10,0.8131,FD3,Cloud & DevOps,Strong_Growth,0.85,0.5276088,0.44846749007701875
cyber-security,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.49820152,0.44838136732578276
