skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
deliver impactful analytics,1,0.615,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.34261996,0.34261996,0.292373,0.26614746,0.050246954,ONET02,MCK02,WEF_FutureOfJobs_2025,0.30835795998573307,Strong_Growth,1.0,0.34261995553970337
establish and implement security solutions,1,0.706,WEF03,Cybersecurity,Strong_Growth,0.9,0.34128332,0.34128332,0.276807,0.25149012,0.06447631,ONET06,DEC03,WEF_FutureOfJobs_2025,0.30715498924255374,Strong_Growth,1.0,0.34128332138061523
develop critical site functionality,1,0.707,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.38391924,0.38391924,0.35417068,0.3110842,0.029748559,DEC02,DEC03,McKinsey_FutureOfWork_2025,0.3071353912353516,Strong_Growth,1.0,0.38391923904418945
support and enable growth and opportunity for every employee,1,0.596,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.40950033,0.40950033,0.34262806,0.23835707,0.06687227,MCK03,MCK02,WEF_FutureOfJobs_2025,0.3071252480149269,Moderate_Growth,0.7,0.2866502314805984
build ML pipelines,1,0.667,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.30656666,0.30656666,0.2633108,0.25451374,0.043255866,WEF02,MCK01,WEF_FutureOfJobs_2025,0.30656665563583374,Strong_Growth,1.0,0.30656665563583374
work with security per procedures,1,0.564,WEF03,Cybersecurity,Strong_Growth,0.9,0.3402387,0.3402387,0.2565995,0.23942788,0.083639205,DEC01,ESCO02,WEF_FutureOfJobs_2025,0.3062148213386536,Strong_Growth,1.0,0.34023869037628174
build SaaS ecommerce platform,1,0.701,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.4361912,0.4361912,0.3053961,0.2853948,0.13079509,WEF04,ONET06,WEF_FutureOfJobs_2025,0.30533384084701537,Moderate_Growth,0.7,0.30533384084701537
deploy data solutions,1,0.7,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35900885,0.35900885,0.31275275,0.29745185,0.046256095,DEC03,ONET02,WEF_FutureOfJobs_2025,0.305157521367073,Strong_Growth,1.0,0.3590088486671448
bring clarity through creative thinking,1,0.61,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.38144076,0.38144076,0.27657002,0.18376912,0.10487074,MCK02,WEF08,McKinsey_FutureOfWork_2025,0.30515260696411134,Strong_Growth,1.0,0.38144075870513916
measure data-driven insights,1,0.681,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.33887342,0.33887342,0.26098388,0.25059885,0.07788953,MCK05,ESCO02,WEF_FutureOfJobs_2025,0.3049860745668411,Strong_Growth,1.0,0.33887341618537903
solve technical problems,2,0.704,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.3810258,0.3810258,0.3619692,0.34222525,0.019056588,DEC03,ESCO02,McKinsey_FutureOfWork_2025,0.30482063293457035,Strong_Growth,1.0,0.3810257911682129
lead development team,1,0.662,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.55411077,0.55411077,0.4183386,0.39878434,0.13577217,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.30476092100143437,Moderate_Growth,0.7,0.3878775358200073
teach natural language processing,1,0.595,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.30268267,0.30268267,0.20761538,0.20322737,0.09506729,ESCO02,MCK01,WEF_FutureOfJobs_2025,0.30268266797065735,Strong_Growth,1.0,0.30268266797065735
enable technology,1,0.624,WEF08,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.3559602,0.3559602,0.3501563,0.29368472,0.005803883,MCK02,WEF06,WEF_FutureOfJobs_2025,0.3025661617517471,Strong_Growth,1.0,0.3559601902961731
support production deployments,1,0.684,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35562992,0.35562992,0.28425723,0.27608785,0.07137269,DEC02,MCK02,WEF_FutureOfJobs_2025,0.30228543281555176,Strong_Growth,1.0,0.35562992095947266
apply best practices for security configurations,1,0.704,WEF03,Cybersecurity,Strong_Growth,0.9,0.33507398,0.33507398,0.28296158,0.1981385,0.0521124,DEC03,ONET02,WEF_FutureOfJobs_2025,0.3015665799379349,Strong_Growth,1.0,0.33507397770881653
apply machine learning to asset-intensive environments,1,0.679,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.30106503,0.30106503,0.2150155,0.20394056,0.08604953,ONET04,DEC03,WEF_FutureOfJobs_2025,0.30106502771377563,Strong_Growth,1.0,0.30106502771377563
apply DevOps practices,1,0.672,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3540085,0.3540085,0.3465225,0.3033185,0.0074859858,DEC03,ONET01,WEF_FutureOfJobs_2025,0.30090722143650056,Strong_Growth,1.0,0.3540084958076477
deliver DevOps advisory,1,0.593,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35343015,0.35343015,0.32052177,0.31101334,0.03290838,MCK02,ONET05,WEF_FutureOfJobs_2025,0.30041562914848324,Strong_Growth,1.0,0.3534301519393921
build deployment pipelines,1,0.7,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35207868,0.35207868,0.22841519,0.21446984,0.123663485,DEC03,DEC02,WEF_FutureOfJobs_2025,0.29926687479019165,Strong_Growth,1.0,0.3520786762237549
safeguard national security,1,0.573,WEF03,Cybersecurity,Strong_Growth,0.9,0.33247805,0.33247805,0.15175937,0.10715863,0.18071868,MCK05,WEF07,WEF_FutureOfJobs_2025,0.2992302417755127,Strong_Growth,1.0,0.33247804641723633
develop infrastructure foundation,1,0.716,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.34890485,0.34890485,0.30049798,0.25213575,0.04840687,MCK02,WEF06,WEF_FutureOfJobs_2025,0.29656912088394166,Strong_Growth,1.0,0.3489048480987549
work on complex challenges,1,0.605,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.36597383,0.36597383,0.3026295,0.2935202,0.06334433,MCK02,ESCO02,McKinsey_FutureOfWork_2025,0.29277906417846683,Strong_Growth,1.0,0.3659738302230835
thrive in ambiguity,2,0.604,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.39027762,0.39027762,0.12598427,0.10295765,0.26429337,MCK02,WEF08,WEF_FutureOfJobs_2025,0.29270821809768677,Moderate_Growth,0.7,0.2731943368911743
build competency,1,0.611,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.38909605,0.38909605,0.3585053,0.35455403,0.030590743,MCK02,MCK03,WEF_FutureOfJobs_2025,0.29182203859090805,Moderate_Growth,0.7,0.2723672360181808
deploy embedded systems,1,0.703,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.34214762,0.34214762,0.28403854,0.21986234,0.058109075,DEC02,MCK02,WEF_FutureOfJobs_2025,0.2908254757523537,Strong_Growth,1.0,0.3421476185321808
combine strategic thinking with operational delivery,1,0.613,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.36319786,0.36319786,0.3511098,0.2637024,0.01208806,MCK02,ESCO02,McKinsey_FutureOfWork_2025,0.2905582904815674,Strong_Growth,1.0,0.36319786310195923
bring clarity through structured thinking,1,0.611,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.36223608,0.36223608,0.24209204,0.18682642,0.12014404,MCK02,MCK03,McKinsey_FutureOfWork_2025,0.28978886604309084,Strong_Growth,1.0,0.3622360825538635
ensure critical business activities are achieved,1,0.674,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.36160833,0.36160833,0.2910785,0.24298252,0.07052982,ESCO02,ESCO01,McKinsey_FutureOfWork_2025,0.2892866611480713,Strong_Growth,1.0,0.3616083264350891
build large-scale systems,2,0.706,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.33977687,0.33977687,0.29944766,0.25518924,0.040329218,ONET06,ONET02,WEF_FutureOfJobs_2025,0.2888103425502777,Strong_Growth,1.0,0.339776873588562
work with scrum masters,1,0.602,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.52438194,0.52438194,0.3834009,0.37274978,0.14098105,MCK02,ONET01,ESCO_v1.2_2024,0.28841006457805635,Moderate_Growth,0.7,0.36706735491752623
prioritize data-driven insights,1,0.685,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.32041544,0.32041544,0.25975117,0.19721349,0.060664266,ESCO02,ONET02,WEF_FutureOfJobs_2025,0.2883738934993744,Strong_Growth,1.0,0.3204154372215271
solve complex problems at scale,1,0.696,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.36010522,0.36010522,0.19223021,0.17437166,0.167875,DEC03,ESCO01,McKinsey_FutureOfWork_2025,0.28808417320251467,Strong_Growth,1.0,0.3601052165031433
maintain infrastructure foundation,1,0.716,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.33864173,0.33864173,0.25593266,0.2345492,0.082709074,DEC02,ONET02,WEF_FutureOfJobs_2025,0.2878454729914665,Strong_Growth,1.0,0.3386417329311371
translate data-driven insights,1,0.684,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.31980428,0.31980428,0.2917878,0.27302667,0.028016478,ESCO02,MCK02,WEF_FutureOfJobs_2025,0.2878238528966904,Strong_Growth,1.0,0.31980428099632263
design engineering,1,0.68,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.52323097,0.52323097,0.4236744,0.35528132,0.099556565,ESCO02,ONET01,ONET_BrightOutlook_2024,0.2877770334482193,Moderate_Growth,0.7,0.3662616789340973
analyze data,1,0.696,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.31906402,0.31906402,0.2615789,0.23339836,0.057485133,ESCO02,ONET02,WEF_FutureOfJobs_2025,0.2871576189994812,Strong_Growth,1.0,0.31906402111053467
mentor team members,1,0.659,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.5214313,0.5214313,0.33739024,0.26846623,0.18404108,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.2867872297763825,Moderate_Growth,0.7,0.3650019288063049
analyse complex datasets,1,0.57,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.31789285,0.31789285,0.2578321,0.2441647,0.06006074,DEC01,ONET02,WEF_FutureOfJobs_2025,0.2861035645008087,Strong_Growth,1.0,0.317892849445343
prototype solutions to complex challenges,1,0.705,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3011111,0.3011111,0.29516637,0.28467238,0.005944729,DEC03,MCK02,WEF_FutureOfJobs_2025,0.28605554699897767,Strong_Growth,1.0,0.301111102104187
resolve problems,1,0.622,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.35719424,0.35719424,0.26095796,0.21502191,0.09623629,DEC03,ONET02,McKinsey_FutureOfWork_2025,0.2857553958892822,Strong_Growth,1.0,0.3571942448616028
build developer experience,1,0.678,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.4376157,0.4376157,0.40718126,0.3883453,0.03043443,DEC02,DEC03,ONET_BrightOutlook_2024,0.2844502002000809,Moderate_Growth,0.7,0.3063309848308563
maintain 24x7x365 network infrastructure,1,0.713,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.33411893,0.33411893,0.23160557,0.20151863,0.10251336,DEC02,ONET06,WEF_FutureOfJobs_2025,0.28400109261274337,Strong_Growth,1.0,0.33411893248558044
analyze requirements,1,0.684,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.5678171,0.5678171,0.33018905,0.2779865,0.23762804,ONET03,ONET02,ESCO_v1.2_2024,0.28390854597091675,Moderate_Growth,0.7,0.39747196435928345
power creative thinkers,1,0.61,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.354837,0.354837,0.2572449,0.24371234,0.097592086,MCK05,MCK02,McKinsey_FutureOfWork_2025,0.28386960029602054,Strong_Growth,1.0,0.35483700037002563
work with docker containers,1,0.59,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.33388686,0.33388686,0.12985022,0.1068723,0.20403664,DEC02,ONET06,WEF_FutureOfJobs_2025,0.28380383253097535,Strong_Growth,1.0,0.33388686180114746
strengthen security posture,1,0.598,WEF03,Cybersecurity,Strong_Growth,0.9,0.31477776,0.31477776,0.2353684,0.22569782,0.07940936,MCK05,DEC03,WEF_FutureOfJobs_2025,0.28329998552799224,Strong_Growth,1.0,0.31477776169776917
develop software,1,0.705,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.43496788,0.43496788,0.38125122,0.37845743,0.05371666,DEC03,MCK02,ONET_BrightOutlook_2024,0.2827291190624237,Moderate_Growth,0.7,0.3044775128364563
deploy high-scale communication systems,1,0.701,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3319956,0.3319956,0.29143757,0.22001009,0.04055804,MCK02,DEC02,WEF_FutureOfJobs_2025,0.2821962654590607,Strong_Growth,1.0,0.3319956064224243
develop data ingestion pipelines,1,0.704,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.31341988,0.31341988,0.2793576,0.27251726,0.034062266,ESCO02,MCK01,WEF_FutureOfJobs_2025,0.28207789063453675,Strong_Growth,1.0,0.3134198784828186
help identify opportunities for automation,1,0.64,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.56366193,0.56366193,0.48536652,0.40767545,0.07829541,WEF07,WEF01,McKinsey_FutureOfWork_2025,0.28183096647262573,Moderate_Growth,0.7,0.394563353061676
develop solutions,1,0.707,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.3516888,0.3516888,0.3200219,0.31148142,0.031666905,MCK02,DEC03,McKinsey_FutureOfWork_2025,0.28135104179382325,Strong_Growth,1.0,0.35168880224227905
run large-scale systems,1,0.703,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.32961562,0.32961562,0.28221232,0.27981824,0.047403306,ONET02,ONET06,WEF_FutureOfJobs_2025,0.28017327934503555,Strong_Growth,1.0,0.32961562275886536
work in an agile team,1,0.65,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.50726986,0.50726986,0.46357352,0.39795488,0.043696344,MCK02,MCK03,ESCO_v1.2_2024,0.2789984226226807,Moderate_Growth,0.7,0.35508890151977535
adjust and be flexible to change,1,0.627,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.37143096,0.37143096,0.24109367,0.12299192,0.1303373,DEC03,MCK03,WEF_FutureOfJobs_2025,0.2785732224583626,Moderate_Growth,0.7,0.26000167429447174
build foundational infrastructure,1,0.716,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3257321,0.3257321,0.27498695,0.25115758,0.05074516,DEC02,MCK02,WEF_FutureOfJobs_2025,0.2768722951412201,Strong_Growth,1.0,0.32573211193084717
upgrade skills,1,0.608,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.36851677,0.36851677,0.3678209,0.3007162,0.0006958842,DEC03,MCK03,WEF_FutureOfJobs_2025,0.2763875797390938,Moderate_Growth,0.7,0.25796174108982084
work closely with UI/UX designers,1,0.605,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.5007277,0.5007277,0.32712513,0.24292539,0.17360258,MCK02,WEF07,ONET_BrightOutlook_2024,0.27540024220943454,Moderate_Growth,0.7,0.3505093991756439
focus on process automation,1,0.59,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.54822576,0.54822576,0.27383584,0.26259783,0.27438992,ONET02,DEC03,McKinsey_FutureOfWork_2025,0.27411288022994995,Moderate_Growth,0.7,0.3837580323219299
develop reliability,1,0.712,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.36533892,0.36533892,0.25659677,0.23356515,0.10874215,DEC03,DEC02,WEF_FutureOfJobs_2025,0.274004191160202,Moderate_Growth,0.7,0.2557372450828552
lead multidisciplinary teams and external partners,1,0.667,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4981422,0.4981422,0.4623887,0.29041857,0.03575352,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.27397821694612506,Moderate_Growth,0.7,0.34869954884052273
build scalable and resilient networks,1,0.701,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.36151335,0.36151335,0.26035967,0.23956037,0.10115367,ONET02,WEF04,WEF_FutureOfJobs_2025,0.27113500982522964,Moderate_Growth,0.7,0.25305934250354767
enhance platform scalability,1,0.71,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.31863654,0.31863654,0.3152503,0.25552833,0.0033862293,DEC02,WEF05,WEF_FutureOfJobs_2025,0.2708410561084747,Strong_Growth,1.0,0.31863653659820557
shape key parts of commerce and monetization ecosystem,1,0.565,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.38642707,0.38642707,0.35430592,0.20274505,0.03212115,ONET06,ONET02,WEF_FutureOfJobs_2025,0.2704989522695541,Moderate_Growth,0.7,0.2704989522695541
manage databases,1,0.646,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.54066753,0.54066753,0.25759944,0.25693753,0.2830681,DEC01,WEF02,ONET_BrightOutlook_2024,0.27033376693725586,Moderate_Growth,0.7,0.37846727371215816
translate business needs into technical requirements,1,0.707,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.53949195,0.53949195,0.31571895,0.27348328,0.223773,MCK02,DEC01,ESCO_v1.2_2024,0.26974597573280334,Moderate_Growth,0.7,0.37764436602592466
lead problem resolution efforts,1,0.593,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.3362156,0.3362156,0.32537928,0.30703315,0.010836303,WEF07,MCK02,McKinsey_FutureOfWork_2025,0.2689724683761597,Strong_Growth,1.0,0.3362155854701996
meet evolving operational needs,1,0.61,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3579178,0.3579178,0.31982765,0.29705656,0.03809014,DEC03,MCK02,WEF_FutureOfJobs_2025,0.26843833923339844,Moderate_Growth,0.7,0.25054244995117186
coach team members,1,0.658,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4864229,0.4864229,0.24279723,0.16399556,0.24362567,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.2675325930118561,Moderate_Growth,0.7,0.340496027469635
oversee technology platforms,1,0.616,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3814069,0.3814069,0.33276206,0.3132413,0.04864484,WEF04,MCK02,WEF_FutureOfJobs_2025,0.2669848322868347,Moderate_Growth,0.7,0.2669848322868347
deploy advanced algorithms,1,0.707,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3138363,0.3138363,0.2573471,0.2511459,0.0564892,MCK01,ONET02,WEF_FutureOfJobs_2025,0.2667608603835106,Strong_Growth,1.0,0.31383630633354187
build network infrastructure,1,0.71,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.31369758,0.31369758,0.20684068,0.20386152,0.1068569,ONET06,DEC02,WEF_FutureOfJobs_2025,0.2666429400444031,Strong_Growth,1.0,0.31369757652282715
thrive in client-facing environments,1,0.614,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.35513675,0.35513675,0.27848387,0.27409095,0.076652884,DEC02,MCK02,WEF_FutureOfJobs_2025,0.2663525640964508,Moderate_Growth,0.7,0.24859572649002074
focus on automation,2,0.5765,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.52946496,0.52946496,0.41923717,0.35390502,0.11022779,WEF07,WEF01,McKinsey_FutureOfWork_2025,0.2647324800491333,Moderate_Growth,0.7,0.3706254720687866
build a supportive environment,1,0.609,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.35229707,0.35229707,0.23746529,0.21665299,0.114831775,DEC03,MCK03,WEF_FutureOfJobs_2025,0.26422280073165894,Moderate_Growth,0.7,0.24660794734954833
lead engineering teams,1,0.664,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4803578,0.4803578,0.37895882,0.2954448,0.101398975,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.26419678777456285,Moderate_Growth,0.7,0.3362504571676254
build scalable systems,1,0.702,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.31010172,0.31010172,0.2891846,0.2600004,0.020917118,ONET06,ONET02,WEF_FutureOfJobs_2025,0.2635864600539207,Strong_Growth,1.0,0.310101717710495
design content systems,1,0.702,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.47849816,0.47849816,0.43298608,0.3247435,0.04551208,DEC02,MCK02,ONET_BrightOutlook_2024,0.2631739884614945,Moderate_Growth,0.7,0.33494871258735653
deliver digital solutions,1,0.596,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3759327,0.3759327,0.35385388,0.28690493,0.022078812,WEF08,MCK02,WEF_FutureOfJobs_2025,0.2631528854370117,Moderate_Growth,0.7,0.2631528854370117
adapt to pace of change,1,0.597,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3506115,0.3506115,0.18385775,0.107265905,0.16675375,DEC03,MCK03,WEF_FutureOfJobs_2025,0.2629586309194565,Moderate_Growth,0.7,0.24542805552482602
manage projects,2,0.6555,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.4753648,0.4753648,0.30230585,0.28924328,0.17305896,MCK02,MCK03,ESCO_v1.2_2024,0.26145064234733584,Moderate_Growth,0.7,0.3327553629875183
reimagine ways to create a smart and sustainable future,1,0.695,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.4352202,0.4352202,0.31780338,0.25243336,0.11741683,MCK05,MCK02,WEF_FutureOfJobs_2025,0.26113212704658506,Moderate_Growth,0.7,0.3046541482210159
scale service operations,1,0.57,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.30624074,0.30624074,0.2070677,0.19525391,0.09917304,ONET02,DEC03,WEF_FutureOfJobs_2025,0.26030462682247163,Strong_Growth,1.0,0.3062407374382019
design components,1,0.678,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.47200793,0.47200793,0.38289464,0.2835182,0.089113295,DEC02,MCK02,ONET_BrightOutlook_2024,0.25960436165332795,Moderate_Growth,0.7,0.33040555119514464
