knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
security screening technology,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.35450527,0.35450527,0.21647085,0.18870012,0.13803442,ONET05,ONET03,WEF_FutureOfJobs_2025,0.3190547436475754,Strong_Growth,1.0,0.3545052707195282
security threats,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.35390952,0.35390952,0.19496599,0.15799542,0.15894353,ONET02,MCK05,WEF_FutureOfJobs_2025,0.3185185700654984,Strong_Growth,1.0,0.35390952229499817
secure infrastructure,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.35228482,0.35228482,0.31374955,0.27364242,0.038535267,WEF04,ONET06,WEF_FutureOfJobs_2025,0.31705633699893954,Strong_Growth,1.0,0.35228481888771057
enterprise-scale migration,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.37289032,0.37289032,0.28330994,0.27250484,0.08958039,ONET02,WEF05,WEF_FutureOfJobs_2025,0.3169567748904228,Strong_Growth,1.0,0.37289032340049744
CompTIA Security+ CE,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.35187945,0.35187945,0.26148394,0.23469558,0.09039551,MCK02,ONET06,WEF_FutureOfJobs_2025,0.3166915029287338,Strong_Growth,1.0,0.35187944769859314
Commerce,2,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.45106697,0.45106697,0.35780323,0.26252675,0.093263745,ONET06,ONET02,WEF_FutureOfJobs_2025,0.3157468795776367,Moderate_Growth,0.7,0.3157468795776367
Security Technical Implementation Guides (STIGs),1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.35055882,0.35055882,0.2928792,0.28361186,0.057679623,ONET02,ONET03,WEF_FutureOfJobs_2025,0.3155029356479645,Strong_Growth,1.0,0.3505588173866272
real estate data platform,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.34952807,0.34952807,0.315216,0.25665885,0.03431207,ONET02,WEF05,WEF_FutureOfJobs_2025,0.31457526683807374,Strong_Growth,1.0,0.34952807426452637
vulnerability risk levels,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.34833136,0.34833136,0.32098165,0.23254517,0.02734971,MCK05,DEC03,WEF_FutureOfJobs_2025,0.3134982258081436,Strong_Growth,1.0,0.34833136200904846
data driven decision making,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.34760875,0.34760875,0.2974547,0.2965061,0.05015403,WEF01,ESCO02,WEF_FutureOfJobs_2025,0.3128478705883026,Strong_Growth,1.0,0.347608745098114
agentic frameworks,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.32869315,0.32869315,0.3263188,0.32628748,0.002374351,ONET06,WEF01,WEF_FutureOfJobs_2025,0.3122584939002991,Strong_Growth,1.0,0.328693151473999
video game industry,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.51819557,0.51819557,0.36290357,0.34176105,0.155292,ONET02,WEF05,ONET_BrightOutlook_2024,0.31091734170913693,Moderate_Growth,0.7,0.3627368986606598
security,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.34528708,0.34528708,0.22966126,0.17648205,0.11562583,ONET02,ONET06,WEF_FutureOfJobs_2025,0.310758376121521,Strong_Growth,1.0,0.3452870845794678
ML models,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.3095294,0.3095294,0.13038054,0.12806633,0.17914885,MCK05,WEF07,WEF_FutureOfJobs_2025,0.3095293939113617,Strong_Growth,1.0,0.3095293939113617
network infrastructure,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.36361057,0.36361057,0.31658462,0.30620128,0.04702595,ONET06,ONET02,WEF_FutureOfJobs_2025,0.3090689808130264,Strong_Growth,1.0,0.36361056566238403
sustainability,3,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.5130516,0.5130516,0.3211881,0.2066025,0.19186354,MCK05,WEF04,WEF_FutureOfJobs_2025,0.30783097743988036,Moderate_Growth,0.7,0.3591361403465271
commerce ecosystem,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.4397497,0.4397497,0.355932,0.2608835,0.08381769,ONET06,ESCO02,WEF_FutureOfJobs_2025,0.30782478153705595,Moderate_Growth,0.7,0.30782478153705595
autonomous systems,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.32274106,0.32274106,0.2906571,0.27848965,0.03208396,MCK01,WEF01,WEF_FutureOfJobs_2025,0.30660400837659835,Strong_Growth,1.0,0.3227410614490509
Oracle Integration Cloud (OIC),1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.36050534,0.36050534,0.23899698,0.19002143,0.12150836,ONET02,ONET01,WEF_FutureOfJobs_2025,0.3064295411109924,Strong_Growth,1.0,0.3605053424835205
agent-based architectures,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3219393,0.3219393,0.30659425,0.25367123,0.015345037,WEF01,WEF04,WEF_FutureOfJobs_2025,0.305842325091362,Strong_Growth,1.0,0.32193928956985474
virtualization,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35774085,0.35774085,0.2842173,0.2603147,0.07352355,ONET04,ONET06,WEF_FutureOfJobs_2025,0.30407972186803817,Strong_Growth,1.0,0.3577408492565155
application deployment processes,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35644495,0.35644495,0.29159594,0.2827034,0.06484902,ONET02,DEC03,WEF_FutureOfJobs_2025,0.3029782116413116,Strong_Growth,1.0,0.35644495487213135
Hadoop ecosystem,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3562241,0.3562241,0.34701213,0.32383382,0.009211957,WEF02,ONET02,WEF_FutureOfJobs_2025,0.3027904763817787,Strong_Growth,1.0,0.35622408986091614
Cloudflare workers,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35521936,0.35521936,0.1872095,0.17974102,0.16800986,WEF02,WEF07,WEF_FutureOfJobs_2025,0.3019364595413208,Strong_Growth,1.0,0.35521936416625977
GCP,2,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35506338,0.35506338,0.18184079,0.12695502,0.17322259,ONET02,DEC03,WEF_FutureOfJobs_2025,0.3018038719892502,Strong_Growth,1.0,0.35506337881088257
cloud fax,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3512895,0.3512895,0.15287945,0.14733967,0.19841006,DEC02,WEF07,WEF_FutureOfJobs_2025,0.2985960841178894,Strong_Growth,1.0,0.3512895107269287
Scrum,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.54201865,0.54201865,0.42823845,0.41062066,0.1137802,ONET01,MCK02,ESCO_v1.2_2024,0.29811025857925416,Moderate_Growth,0.7,0.3794130563735962
digital banking,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.4257245,0.4257245,0.35459334,0.30661196,0.07113117,ONET06,WEF08,WEF_FutureOfJobs_2025,0.29800715446472165,Moderate_Growth,0.7,0.29800715446472165
Dataverse,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.33039814,0.33039814,0.31144485,0.26007485,0.018953294,ONET02,WEF04,WEF_FutureOfJobs_2025,0.2973583281040192,Strong_Growth,1.0,0.3303981423377991
Solution Architect,1,0.75,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.36853427,0.36853427,0.34365126,0.33169383,0.024883002,WEF07,ESCO02,McKinsey_FutureOfWork_2025,0.29482741355895997,Strong_Growth,1.0,0.36853426694869995
high performance infrastructure,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.34585133,0.34585133,0.2854684,0.22452617,0.060382932,ONET02,DEC02,WEF_FutureOfJobs_2025,0.2939736321568489,Strong_Growth,1.0,0.345851331949234
platform engineering,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.4170407,0.4170407,0.38747698,0.3692218,0.029563725,ONET03,WEF04,WEF_FutureOfJobs_2025,0.291928493976593,Moderate_Growth,0.7,0.291928493976593
development programs,1,0.75,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.4475821,0.4475821,0.39661634,0.37733713,0.050965756,DEC03,MCK02,ONET_BrightOutlook_2024,0.29092836230993274,Moderate_Growth,0.7,0.31330746710300444
data products,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.32234573,0.32234573,0.31108177,0.27301246,0.011263967,DEC01,ONET02,WEF_FutureOfJobs_2025,0.29011116027832035,Strong_Growth,1.0,0.3223457336425781
Project Management tools,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.5237136,0.5237136,0.3924857,0.35969055,0.13122788,MCK02,ONET02,ESCO_v1.2_2024,0.28804247379302983,Moderate_Growth,0.7,0.3665995121002197
BI data solutions,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.3181967,0.3181967,0.28910422,0.2813856,0.02909249,ONET02,ESCO02,WEF_FutureOfJobs_2025,0.28637704253196716,Strong_Growth,1.0,0.31819671392440796
market services,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.40703234,0.40703234,0.30261317,0.2942382,0.10441917,ONET06,ONET02,WEF_FutureOfJobs_2025,0.28492263853549954,Moderate_Growth,0.7,0.28492263853549954
microservice architecture,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3351172,0.3351172,0.27853256,0.19317736,0.056584626,ONET06,ONET02,WEF_FutureOfJobs_2025,0.28484961241483686,Strong_Growth,1.0,0.3351171910762787
data analysis,2,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.31578398,0.31578398,0.29546654,0.28813684,0.020317435,ESCO02,DEC01,WEF_FutureOfJobs_2025,0.28420557975769045,Strong_Growth,1.0,0.3157839775085449
Azure Functions,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.33259553,0.33259553,0.21071161,0.2073543,0.121883914,ONET01,ONET04,WEF_FutureOfJobs_2025,0.28270619809627534,Strong_Growth,1.0,0.3325955271720886
databases,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.56425595,0.56425595,0.36129582,0.35400575,0.20296013,WEF02,DEC01,ONET_BrightOutlook_2024,0.2821279764175415,Moderate_Growth,0.7,0.3949791669845581
Tenable SecurityCenter,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.3129695,0.3129695,0.19606641,0.18833202,0.1169031,WEF04,ONET06,WEF_FutureOfJobs_2025,0.28167255520820617,Strong_Growth,1.0,0.31296950578689575
software testing,1,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.5108572,0.5108572,0.33131415,0.31402397,0.17954308,DEC03,ONET01,ONET_BrightOutlook_2024,0.2809714734554291,Moderate_Growth,0.7,0.3576000571250915
software-defined data center,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3277549,0.3277549,0.32227254,0.29920113,0.0054823756,ONET02,WEF02,WEF_FutureOfJobs_2025,0.27859167754650116,Strong_Growth,1.0,0.3277549147605896
Azure Repos,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.32608783,0.32608783,0.14997715,0.12755755,0.17611068,ONET06,ONET02,WEF_FutureOfJobs_2025,0.27717465758323667,Strong_Growth,1.0,0.3260878324508667
Azure Artifacts,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.325622,0.325622,0.16440496,0.1571286,0.16121703,ONET01,DEC02,WEF_FutureOfJobs_2025,0.2767786934971809,Strong_Growth,1.0,0.32562199234962463
gaming,2,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.4583881,0.4583881,0.30952698,0.23723811,0.14886111,ONET02,DEC02,ONET_BrightOutlook_2024,0.2750328540802002,Moderate_Growth,0.7,0.32087166309356685
digital assets,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.39257115,0.39257115,0.34660983,0.3436821,0.04596132,WEF08,ONET06,WEF_FutureOfJobs_2025,0.27479980587959285,Moderate_Growth,0.7,0.27479980587959285
digital products,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3919248,0.3919248,0.3082038,0.2909424,0.08372101,WEF08,ONET03,WEF_FutureOfJobs_2025,0.2743473589420318,Moderate_Growth,0.7,0.2743473589420318
retail data science,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.39108735,0.39108735,0.38818586,0.36673015,0.0029014945,ONET02,WEF02,WEF_FutureOfJobs_2025,0.27376114726066586,Moderate_Growth,0.7,0.27376114726066586
blended learning,1,0.75,WEF08,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.32154378,0.32154378,0.31508732,0.27681297,0.0064564645,WEF05,MCK02,WEF_FutureOfJobs_2025,0.2733122155070305,Strong_Growth,1.0,0.32154378294944763
user centered thinking,1,0.75,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.34114808,0.34114808,0.23744446,0.2194785,0.10370362,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.2729184627532959,Strong_Growth,1.0,0.3411480784416199
containerization,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.32026166,0.32026166,0.17340398,0.16067937,0.14685768,ONET06,DEC02,WEF_FutureOfJobs_2025,0.27222240865230557,Strong_Growth,1.0,0.3202616572380066
networking assets,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.32022035,0.32022035,0.30185175,0.27568892,0.018368602,MCK02,DEC02,WEF_FutureOfJobs_2025,0.27218729853630064,Strong_Growth,1.0,0.32022035121917725
Docker,2,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.31977463,0.31977463,0.14932397,0.13410527,0.17045066,DEC02,ONET02,WEF_FutureOfJobs_2025,0.27180843353271483,Strong_Growth,1.0,0.3197746276855469
service mesh architectures,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.31631532,0.31631532,0.25846422,0.23170555,0.057851106,ONET06,ONET02,WEF_FutureOfJobs_2025,0.26886802464723586,Strong_Growth,1.0,0.31631532311439514
environmental analysis,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.44585764,0.44585764,0.253515,0.18349224,0.19234264,ESCO02,ESCO01,WEF_FutureOfJobs_2025,0.26751458644866943,Moderate_Growth,0.7,0.312100350856781
Enterprise Software Sales,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.38113603,0.38113603,0.33023924,0.32251263,0.050896794,MCK02,ESCO02,WEF_FutureOfJobs_2025,0.26679522097110747,Moderate_Growth,0.7,0.26679522097110747
SaaS platform,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.37953174,0.37953174,0.3394572,0.33916152,0.040074527,ONET02,WEF04,WEF_FutureOfJobs_2025,0.265672218799591,Moderate_Growth,0.7,0.265672218799591
multidisciplinary teams,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.48296267,0.48296267,0.4327577,0.31074345,0.050204962,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.2656294673681259,Moderate_Growth,0.7,0.338073867559433
Business Analysis,3,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.53044647,0.53044647,0.28951597,0.2892232,0.2409305,WEF02,WEF05,ESCO_v1.2_2024,0.2652232348918915,Moderate_Growth,0.7,0.37131252884864807
Azure Solutions Architect Expert,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.31144997,0.31144997,0.27451855,0.26474172,0.036931425,MCK02,ESCO01,WEF_FutureOfJobs_2025,0.26473247855901716,Strong_Growth,1.0,0.31144997477531433
MLOps,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.31086692,0.31086692,0.2753377,0.22251752,0.035529226,WEF01,ONET02,WEF_FutureOfJobs_2025,0.2642368838191032,Strong_Growth,1.0,0.31086692214012146
Azure App Service,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.30889547,0.30889547,0.1561039,0.13136323,0.15279157,WEF05,ONET06,WEF_FutureOfJobs_2025,0.26256114840507505,Strong_Growth,1.0,0.308895468711853
DoD mission systems,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3083025,0.3083025,0.2900409,0.26556033,0.018261582,MCK02,WEF03,WEF_FutureOfJobs_2025,0.2620571181178093,Strong_Growth,1.0,0.30830249190330505
process automation,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.52340585,0.52340585,0.2595932,0.25334644,0.26381266,ONET02,DEC03,McKinsey_FutureOfWork_2025,0.26170292496681213,Moderate_Growth,0.7,0.36638409495353697
platform product features,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.37241337,0.37241337,0.29845867,0.29629612,0.0739547,DEC03,DEC02,WEF_FutureOfJobs_2025,0.2606893569231033,Moderate_Growth,0.7,0.2606893569231033
Continuous Deployment,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.30655944,0.30655944,0.2813753,0.24611619,0.025184155,DEC03,MCK05,WEF_FutureOfJobs_2025,0.2605755269527435,Strong_Growth,1.0,0.3065594434738159
high-throughput environments,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.30611062,0.30611062,0.27845764,0.19928852,0.027652979,ONET02,ONET06,WEF_FutureOfJobs_2025,0.2601940274238586,Strong_Growth,1.0,0.3061106204986572
marketing,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3709849,0.3709849,0.25223035,0.24527118,0.118754566,ESCO02,ESCO01,WEF_FutureOfJobs_2025,0.2596894383430481,Moderate_Growth,0.7,0.2596894383430481
email marketing,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.36824417,0.36824417,0.22568738,0.217033,0.14255679,ESCO02,MCK02,WEF_FutureOfJobs_2025,0.25777091979980465,Moderate_Growth,0.7,0.25777091979980465
online learning,1,0.75,WEF08,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.30301267,0.30301267,0.23923656,0.23413287,0.063776106,WEF05,WEF01,WEF_FutureOfJobs_2025,0.2575607687234878,Strong_Growth,1.0,0.3030126690864563
sales terminology,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.36576858,0.36576858,0.215339,0.19692078,0.15042958,ONET06,ONET02,WEF_FutureOfJobs_2025,0.2560380071401596,Moderate_Growth,0.7,0.2560380071401596
sustainable design,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.42646158,0.42646158,0.28809524,0.2448691,0.13836634,DEC02,MCK05,WEF_FutureOfJobs_2025,0.2558769464492798,Moderate_Growth,0.7,0.2985231041908264
tenant platforms,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.36421752,0.36421752,0.32494235,0.23989111,0.03927517,WEF04,ONET02,WEF_FutureOfJobs_2025,0.2549522638320923,Moderate_Growth,0.7,0.2549522638320923
UX research,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.46330386,0.46330386,0.27943903,0.24472404,0.18386483,MCK02,WEF07,ONET_BrightOutlook_2024,0.2548171252012253,Moderate_Growth,0.7,0.32431270480155944
environmental design,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.4230345,0.4230345,0.2685137,0.24626055,0.15452078,DEC02,ONET03,WEF_FutureOfJobs_2025,0.2538206934928894,Moderate_Growth,0.7,0.2961241424083709
automation,5,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.50654966,0.50654966,0.42744222,0.3534211,0.07910743,WEF07,WEF01,McKinsey_FutureOfWork_2025,0.2532748281955719,Moderate_Growth,0.7,0.35458475947380064
Industrial Automation,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.5012914,0.5012914,0.3474777,0.32195342,0.15381369,WEF07,WEF01,McKinsey_FutureOfWork_2025,0.2506456971168518,Moderate_Growth,0.7,0.3509039759635925
automation pipelines,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.501276,0.501276,0.34430408,0.3080842,0.15697193,WEF04,WEF07,McKinsey_FutureOfWork_2025,0.2506380081176758,Moderate_Growth,0.7,0.35089321136474605
multicast market data delivery platforms,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.35660553,0.35660553,0.2553554,0.24315305,0.10125014,WEF02,ONET02,WEF_FutureOfJobs_2025,0.24962387084960935,Moderate_Growth,0.7,0.24962387084960935
consumer apps,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.35343426,0.35343426,0.20358673,0.1970457,0.14984754,ONET03,ONET06,WEF_FutureOfJobs_2025,0.2474039852619171,Moderate_Growth,0.7,0.2474039852619171
live commerce,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3512651,0.3512651,0.26226485,0.23107612,0.089000255,ONET06,DEC02,WEF_FutureOfJobs_2025,0.2458855718374252,Moderate_Growth,0.7,0.2458855718374252
environmental performance management,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.4094193,0.4094193,0.24442737,0.22017121,0.16499193,ESCO01,MCK05,WEF_FutureOfJobs_2025,0.24565157890319822,Moderate_Growth,0.7,0.2865935087203979
retirement,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32733232,0.32733232,0.22471339,0.20403552,0.10261893,MCK03,DEC02,WEF_FutureOfJobs_2025,0.24549923837184906,Moderate_Growth,0.7,0.22913262248039243
Automated Testing,1,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.44618225,0.44618225,0.27432364,0.23754722,0.17185861,DEC03,MCK01,ONET_BrightOutlook_2024,0.2454002380371094,Moderate_Growth,0.7,0.3123275756835937
mobile platforms,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3502368,0.3502368,0.27375537,0.23669034,0.07648143,DEC02,ONET03,WEF_FutureOfJobs_2025,0.2451657623052597,Moderate_Growth,0.7,0.2451657623052597
system administration,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.48995703,0.48995703,0.30800197,0.29503003,0.18195507,ONET06,DEC03,ONET_BrightOutlook_2024,0.24497851729393005,Moderate_Growth,0.7,0.3429699242115021
engineering design technology,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.44490486,0.44490486,0.33219382,0.2996714,0.11271104,ESCO02,DEC02,ONET_BrightOutlook_2024,0.24469767510890963,Moderate_Growth,0.7,0.3114334046840668
API development,1,0.75,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.37379915,0.37379915,0.33788943,0.24953842,0.035909712,DEC03,DEC02,ONET_BrightOutlook_2024,0.24296944439411164,Moderate_Growth,0.7,0.26165940165519713
tech sales,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.34560207,0.34560207,0.33458692,0.33303595,0.011015147,WEF08,MCK02,WEF_FutureOfJobs_2025,0.2419214457273483,Moderate_Growth,0.7,0.2419214457273483
Mobile Apps & Messaging Platforms,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.34494194,0.34494194,0.23872489,0.21517932,0.10621706,MCK02,ONET01,WEF_FutureOfJobs_2025,0.2414593607187271,Moderate_Growth,0.7,0.2414593607187271
