"Sektor","Indonesian Title","English Translation","Indonesian Description","English Description","Source Type"
"Manajemen Sumber Daya Manusia","Skema Okupasi Integrated Talent Management","Integrated Talent Management","Skema sertifikasi okupasi Integrated Talent Management dikembangkan oleh Komite Skema LSP MSDM Indonesia mengacu pada SKKNI berdasarkan Kepmenaker RI No. 149 Tahun 2020 dan Kepmenaker RI No. 297 Tahun 2020. Mencakup kompetensi identifikasi talenta, perancangan program pengembangan karier, suksesi, dan retensi karyawan berbakat.","The Integrated Talent Management occupational scheme references SKKNI Kepmenaker No. 149 of 2020 and No. 297 of 2020 (HRM Field). It covers talent identification, career development program design, succession planning, and high-potential employee retention competencies.","Template-based / Kepmenaker 149/2020"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Direktur Tk 1 BPR","BPR Director Tier 1","Skema sertifikasi okupasi Direktur Tier 1 BPR dikembangkan mengacu pada SKKNI Perbankan dan peraturan OJK tentang BPR. Direktur Tier 1 BPR bertanggung jawab atas pengambilan keputusan strategis dan pengawasan operasional BPR. Kepemilikan sertifikat merupakan persyaratan yang ditetapkan OJK bagi pengurus BPR.","The BPR Director Tier 1 occupational certification scheme references the Banking SKKNI and OJK regulations on People's Credit Banks (BPR). Tier 1 Directors are responsible for strategic decision-making and BPR operational oversight. Certificate possession is an OJK requirement for BPR management officials.","Template-based / SKKNI Perbankan"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Direktur Tk 2 BPR","BPR Director Tier 2","Skema sertifikasi okupasi Direktur Tier 2 BPR dikembangkan mengacu pada SKKNI Perbankan dan peraturan OJK tentang BPR. Direktur Tier 2 BPR bertanggung jawab atas pengelolaan operasional dan kepatuhan BPR. Kepemilikan sertifikat merupakan persyaratan OJK bagi pengurus BPR.","The BPR Director Tier 2 occupational certification scheme references the Banking SKKNI and OJK regulations on BPR. Tier 2 Directors are responsible for BPR operational management and compliance. Certificate possession is an OJK requirement for BPR management officials.","Template-based / SKKNI Perbankan"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Komisaris BPR","BPR Commissioner","Skema sertifikasi okupasi Komisaris BPR dikembangkan mengacu pada SKKNI Perbankan dan peraturan OJK tentang BPR. Komisaris BPR bertanggung jawab atas pengawasan kebijakan dan strategi BPR. Kepemilikan sertifikat merupakan persyaratan OJK.","The BPR Commissioner occupational certification scheme references the Banking SKKNI and OJK regulations on BPR. Commissioners are responsible for overseeing BPR policies and strategies. Certificate possession is an OJK requirement.","Template-based / SKKNI Perbankan"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Pejabat Eksekutif BPR","BPR Executive Officer","Skema sertifikasi okupasi Pejabat Eksekutif BPR dikembangkan mengacu pada SKKNI Perbankan dan peraturan OJK tentang BPR. Pejabat Eksekutif BPR mengelola fungsi-fungsi operasional utama BPR di bawah koordinasi Direksi.","The BPR Executive Officer occupational certification scheme references the Banking SKKNI and OJK regulations on BPR. Executive Officers manage key BPR operational functions under the coordination of the Board of Directors.","Template-based / SKKNI Perbankan"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Supervisor BPR","BPR Supervisor","Skema sertifikasi okupasi Supervisor BPR dikembangkan mengacu pada SKKNI Perbankan berdasarkan Kepmenaker No. 322 Tahun 2016 Bidang BPR. Mencakup kompetensi supervisi pelayanan nasabah, pengawasan transaksi kredit dan tabungan, serta pelaporan operasional BPR.","The BPR Supervisor occupational certification scheme references Banking SKKNI Kepmenaker No. 322 of 2016 (BPR Field). It covers customer service supervision, credit and savings transaction oversight, and BPR operational reporting competencies.","Template-based / Kepmenaker 322/2016"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Staf BPR","BPR Staff","Skema sertifikasi okupasi Staf BPR dikembangkan mengacu pada SKKNI Perbankan berdasarkan Kepmenaker No. 322 Tahun 2016 Bidang BPR. Mencakup kompetensi pelayanan nasabah, pencatatan transaksi, pengelolaan kas, dan administrasi kredit dasar.","The BPR Staff occupational certification scheme references Banking SKKNI Kepmenaker No. 322 of 2016 (BPR Field). It covers customer service, transaction recording, cash management, and basic credit administration competencies.","Template-based / Kepmenaker 322/2016"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Manajemen Risiko Bank Umum Level 1","Commercial Bank Risk Management Level 1","Dalam rangka memenuhi kompetensi SDM di bidang manajemen risiko Bank, LSP Badan Sertifikasi Manajemen Risiko menyelenggarakan Sertifikasi Kompetensi Manajemen Risiko Perbankan dengan acuan SKKNI Nomor 218 Tahun 2020 dan dalam pelaksanaannya turut mematuhi peraturan dan ketentuan dari regulator OJK, sesuai POJK Nomor 24 Tahun 2022 tentang Pengembangan Kualitas SDM Bank Umum dan SEOJK 28/SEOJK.03/2022. Level 1 mencakup kompetensi dasar pengelolaan risiko yang wajib dikuasai oleh seluruh karyawan bank.","In order to fulfill HR competency in bank risk management, LSP BSMR delivers Banking Risk Management Competency Certification referencing SKKNI No. 218 of 2020, POJK No. 24 of 2022 on Commercial Bank HR Quality Development, and SEOJK 28/SEOJK.03/2022. Level 1 covers basic risk management competencies mandatory for all bank employees.","Verbatim (bsmr.org)"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Manajemen Risiko Bank Umum Level 2","Commercial Bank Risk Management Level 2","Sertifikasi Kompetensi Manajemen Risiko Perbankan Level 2 mengacu SKKNI No. 218 Tahun 2020, POJK No. 24 Tahun 2022, dan SEOJK 28/SEOJK.03/2022. Level 2 mencakup kompetensi pengelolaan risiko yang wajib dikuasai oleh pejabat eksekutif setingkat kepala seksi atau kepala unit di bank umum.","Level 2 Banking Risk Management Certification references SKKNI No. 218 of 2020, POJK No. 24 of 2022, and SEOJK 28/SEOJK.03/2022. Level 2 covers risk management competencies mandatory for executive officers at section head or unit head level in commercial banks.","Verbatim-based (bsmr.org)"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Manajemen Risiko Bank Umum Level 3","Commercial Bank Risk Management Level 3","Sertifikasi Manajemen Risiko Perbankan Level 3 mengacu SKKNI No. 218 Tahun 2020 dan POJK No. 24 Tahun 2022. Level 3 mencakup kompetensi pengelolaan risiko untuk pejabat bank setingkat kepala divisi atau kepala cabang.","Level 3 Banking Risk Management Certification references SKKNI No. 218 of 2020 and POJK No. 24 of 2022. Level 3 covers risk management competencies for bank officers at division head or branch head level.","Verbatim-based (bsmr.org)"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Manajemen Risiko Bank Umum Level 4","Commercial Bank Risk Management Level 4","Sertifikasi Manajemen Risiko Perbankan Level 4 mengacu SKKNI No. 218 Tahun 2020 dan POJK No. 24 Tahun 2022. Level 4 mencakup kompetensi pengelolaan risiko untuk pejabat bank setingkat Direktur Bank Umum.","Level 4 Banking Risk Management Certification references SKKNI No. 218 of 2020 and POJK No. 24 of 2022. Level 4 covers risk management competencies for bank officers at the Director level of commercial banks.","Verbatim-based (bsmr.org)"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Manajemen Risiko Bank Umum Level 5","Commercial Bank Risk Management Level 5","Sertifikasi Manajemen Risiko Perbankan Level 5 mengacu SKKNI No. 218 Tahun 2020 dan POJK No. 24 Tahun 2022. Level 5 mencakup kompetensi pengelolaan risiko untuk pejabat bank setingkat Direktur Utama, Presiden Direktur, dan Komisaris bank umum.","Level 5 Banking Risk Management Certification references SKKNI No. 218 of 2020 and POJK No. 24 of 2022. Level 5 covers risk management competencies for President Director and Board of Commissioners level officials of commercial banks.","Verbatim-based (bsmr.org)"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Treasury Dealer","Treasury Dealer","Skema sertifikasi okupasi Treasury Dealer dikembangkan oleh Komite Skema LSP Perbankan mengacu pada SKKNI Perbankan Sub-bidang Treasury. Mencakup kompetensi pengelolaan likuiditas, transaksi valuta asing, instrumen pasar uang, dan manajemen risiko treasury.","The Treasury Dealer occupational certification scheme references the Banking SKKNI – Treasury Sub-field. It covers liquidity management, foreign exchange transactions, money market instruments, and treasury risk management competencies.","Template-based / SKKNI Perbankan"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Wealth Management","Wealth Management","Skema sertifikasi okupasi Wealth Management dikembangkan oleh Komite Skema LSP Perbankan (LSPP) mengacu pada SKKNI Perbankan Sub-bidang Wealth Management. Mencakup kompetensi analisis profil investasi nasabah, perencanaan keuangan, dan rekomendasi produk investasi yang sesuai.","The Wealth Management occupational certification scheme references the Banking SKKNI – Wealth Management Sub-field. It covers client investment profile analysis, financial planning, and suitable investment product recommendation competencies.","Template-based / SKKNI Perbankan"
"Keuangan Perbankan dan Asuransi","Skema Okupasi General Banking","General Banking","Skema General Banking dikembangkan oleh LSPP (Lembaga Sertifikasi Profesional Perbankan) mencakup 12 kompetensi inti industri perbankan meliputi treasury, wealth management, lending, funding and services, operation, compliance, dan audit. Mengacu pada SKKNI Perbankan dan Standar Kompetensi Khusus yang ditetapkan oleh LSPP.","The General Banking scheme is developed by LSPP covering 12 core banking industry competencies including treasury, wealth management, lending, funding and services, operations, compliance, and audit. It references Banking SKKNI and LSPP-specific Competency Standards.","Verbatim-based (lspp.or.id)"
"Keuangan Perbankan dan Asuransi","Skema Okupasi Compliance (Perbankan)","Banking Compliance","Skema sertifikasi okupasi Compliance Perbankan dikembangkan oleh Komite Skema LSP Perbankan mengacu pada SKKNI Perbankan Sub-bidang Kepatuhan dan peraturan OJK yang berlaku. Mencakup kompetensi penyusunan kebijakan kepatuhan, pemantauan kepatuhan regulasi, dan pelaporan kepada regulator.","The Banking Compliance occupational certification scheme references the Banking SKKNI – Compliance Sub-field and applicable OJK regulations. It covers compliance policy drafting, regulatory compliance monitoring, and regulatory reporting competencies.","Template-based / SKKNI Perbankan"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Pemberian Jasa Pelayanan Nasabah","Customer Service Provision","Skema sertifikasi Pemberian Jasa Pelayanan Nasabah dikembangkan oleh Komite Skema LSP Perbankan mengacu pada SKKNI Perbankan Sub-bidang Funding and Services. Mencakup kompetensi pengelolaan rekening nasabah, pelayanan transaksi, penanganan keluhan, dan cross-selling produk perbankan.","The Customer Service Provision certification scheme references the Banking SKKNI – Funding and Services Sub-field. It covers customer account management, transaction services, complaint handling, and banking product cross-selling competencies.","Template-based / SKKNI Perbankan"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Pengelolaan Keuangan dan Akuntansi Bank Syariah","Sharia Bank Finance & Accounting Management","Skema sertifikasi Pengelolaan Keuangan dan Akuntansi Bank Syariah dikembangkan mengacu pada SKKNI Perbankan Syariah berdasarkan Kepmenaker No. 38 Tahun 2017. Mencakup kompetensi akuntansi syariah, pelaporan keuangan bank syariah sesuai PSAK Syariah, dan pengelolaan zakat serta dana kebajikan.","The Sharia Bank Finance & Accounting Management scheme references Sharia Banking SKKNI Kepmenaker No. 38 of 2017. It covers sharia accounting, sharia bank financial reporting per PSAK Syariah, and zakat and welfare fund management competencies.","Template-based / Kepmenaker 38/2017"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Manajer / Kepala Cabang KSPPS / USPPS","KSPPS / USPPS Manager / Branch Head","Skema Sertifikasi Profesi Pengelola KJK/KJKS untuk Jabatan Manajer/Kepala Cabang mengacu pada SKKNI Sektor Keuangan Subsektor Perantara Keuangan Bidang Koperasi Jasa Keuangan (SK Menakertrans RI No 133/MEN/III/2007). Kepemilikan sertifikat menjadi salah satu unsur penilaian kesehatan KSP dan syarat perizinan pembukaan kantor cabang (Permenkop 15/2015).","The KSPPS/USPPS Manager/Branch Head certification scheme references the Financial Services Cooperative (KJK/KJKS) SKKNI established by Kepmenakertrans No. 133/MEN/III/2007. Certificate possession is one criterion for KSP health assessment and a licensing requirement for branch office opening under Permenkop 15/2015.","Verbatim (lsppi.or.id)"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Teknisi Akuntansi Pratama","Junior Accounting Technician","Skema sertifikasi Teknisi Akuntansi Pratama (KKNI Level 3) mencakup unit kompetensi memproses transaksi keuangan, menyusun jurnal dan buku besar, serta menyusun laporan keuangan dasar sesuai KKNI Level 3. Mengacu pada SKKNI Bidang Akuntansi.","The Junior Accounting Technician (KKNI Level 3) scheme covers processing financial transactions, preparing journals and ledgers, and preparing basic financial statements in accordance with KKNI Level 3, referencing the Accounting SKKNI.","Verbatim-based (pdfcoffee)"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Teknisi Akuntansi Muda","Middle Accounting Technician","Skema sertifikasi Teknisi Akuntansi Muda (KKNI Level 4) mencakup kompetensi menyusun laporan keuangan entitas tunggal dan konsolidasi, analisis laporan keuangan, serta perpajakan dasar sesuai KKNI Level 4. Mengacu pada SKKNI Bidang Akuntansi.","The Middle Accounting Technician (KKNI Level 4) scheme covers preparing single-entity and consolidated financial statements, financial statement analysis, and basic taxation in accordance with KKNI Level 4, referencing the Accounting SKKNI.","Template-based / SKKNI Akuntansi"
"Keuangan Perbankan dan Asuransi","Skema Sertifikasi Teknisi Akuntansi Madya","Senior Accounting Technician","Skema sertifikasi Teknisi Akuntansi Madya (KKNI Level 5) mencakup kompetensi akuntansi manajerial, penganggaran (budgeting), dan pengelolaan sistem informasi akuntansi sesuai KKNI Level 5. Mengacu pada SKKNI Bidang Akuntansi.","The Senior Accounting Technician (KKNI Level 5) scheme covers managerial accounting, budgeting, and accounting information system management in accordance with KKNI Level 5.","Template-based / SKKNI Akuntansi"
